ID,Filename,Title,Description,Created At,Updated At,Source
25609076,1_tweet-by-repligate.webloc,Tweet by @repligate,"@michael_nielsen 3 years ago I set out to gain as much agency over AI technology as I could due to instrumental convergence among other reasons. People who feel technology is just something done to them are missing the insight that it's at its most mutable ever. 

 

> I find it striking how many of the people discussing AI and AI risk are technocrats.  This is true of e/acc, doomers, EAs, VCs, researchers, safety people, AI startups, etc.  They're all united by a sense of agency over, and broad belief in, technology, even when they disagree on…  
> – @michael_nielsen",2024-01-09 20:10:49 UTC,2024-11-23 13:43:27 UTC,https://twitter.com/repligate/status/1744805978220966035
32526959,2_money-claims-on-energy-resources-labor.png,"Money = Claims on Energy, Resources, Labor",,2024-11-26 12:12:44 UTC,2024-11-28 10:16:20 UTC,
32583841,3_untitled.txt,,,2024-11-28 10:16:35 UTC,2024-11-28 10:18:29 UTC,
32585623,4_untitled.txt,,,2024-11-28 11:51:18 UTC,2024-11-28 12:46:19 UTC,
3267956,5_game-theory-h7aouz5lohu.webloc,game theory ♛,,2024-10-24 23:00:46 UTC,2025-01-01 01:36:19 UTC,
32804022,6_why-would-ai-want-to-do-bad-things-instrumental....webloc,Why Would AI Want to do Bad Things? Instrumental Convergence,How can we predict that AGI with unknown goals would behave badly by default?,2024-12-06 22:23:45 UTC,2024-12-06 22:23:49 UTC,https://youtu.be/ZeecOKBus3Q?si=jYUbhcnq3LjLK7Jn
33221626,7_untitled.txt,,,2024-12-26 18:20:54 UTC,2024-12-26 18:27:35 UTC,
33235741,8_untitled.txt,,,2024-12-27 13:36:59 UTC,2024-12-27 13:36:59 UTC,
33356284,9_untitled.txt,,,2025-01-02 21:26:52 UTC,2025-01-02 21:26:56 UTC,
34299361,10_untitled.txt,,,2025-02-05 15:59:47 UTC,2025-02-05 15:59:56 UTC,
